normalised_synonym	normalised_id
hyperostosis of facial skeleton	HP:0005465
overgrowth of facial skeleton	HP:0005465
hypertrophy of the facial bones	HP:0005465
excessive growth of facial bones	HP:0005465
excessive growth of facial skeleton	HP:0005465
hyperostosis of facial bones	HP:0005465
increase in size of the facial bones	HP:0005465
enlargement of the facial bones	HP:0005465
overgrowth of the facial bones	HP:0005465
overgrowth of facial bones	HP:0005465
flat posterior cranium	HP:0005469
posterior flattening of the skull	HP:0005469
acquired microcephaly	HP:0005484
postnatal microcephaly	HP:0005484
deceleration of head growth	HP:0005484
microcephaly, postnatal	HP:0005484
microcephaly, acquired	HP:0005484
postnatal deceleration of head circumference	HP:0005484
prominent frontal ridge	HP:0005487
prominent metopic suture	HP:0005487
ridging of metopic suture	HP:0005487
erythrocyte macrocytosis	HP:0005518
increased mcv	HP:0005518
macrocytic dyserythropoietic anaemia	HP:0005532
multiple kidney cysts	HP:0005562
gallbladder dysfunction	HP:0005609
absent/underdeveloped thighbone	HP:0005613
absent/small thighbone	HP:0005613
hypoplastic/aplastic femora	HP:0005613
hypoplastic to absent femora	HP:0005613
advanced bone age	HP:0005616
early bone maturation	HP:0005616
complete cutaneous syndactyly of second and third toes	HP:0005709
webbed skin of 2nd-3rd toes	HP:0005709
cutaneous 2,3 toe syndactyly	HP:0005709
cutaneous syndactyly of second and third toes	HP:0005709
contractures, lower limbs	HP:0005750
contractures of the joints of the lower limbs	HP:0005750
multiple fractures, present at birth	HP:0005855
numerous multiple fractures present at birth	HP:0005855
congenital bone fractures	HP:0005855
multiple fractures present at birth	HP:0005855
numerous multiple fractures that are present at birth	HP:0005855
congenital finger contractures	HP:0005879
biliary duct atresia	HP:0005912
bilateral pulmonary agenesis	HP:0005944
absent lungs	HP:0005944
limitation of neck motion	HP:0005986
restricted neck movement	HP:0005986
partial syndactyly	HP:0006101
multiple palm lines	HP:0006114
shortening of all outermost bones of the fingers	HP:0006118
interdigital finger polydactyly	HP:0006159
proportionate shortening of all digits	HP:0006165
abnormal pancreas location	HP:0006278
solitary midline maxillary central incisor	HP:0006315
single median incisor	HP:0006315
single maxillary central incisor	HP:0006315
single central incisor	HP:0006315
solitary median maxillary central incisor	HP:0006315
single median maxillary incisor	HP:0006315
single midline maxillary incisor	HP:0006315
only one upper front tooth	HP:0006315
single midline upper front tooth	HP:0006315
single central upper incisor	HP:0006315
early eruption of permanent teeth	HP:0006337
premature eruption of adult teeth	HP:0006337
precocious eruption of secondary dentition	HP:0006337
early eruption of adult teeth	HP:0006337
precocious eruption of secondary teeth	HP:0006337
proximal tibial hypopolasia	HP:0006379
dysplastic radii	HP:0006433
radial longitudinal deficiency	HP:0006433
limited shoulder movement	HP:0006467
dental malformations	HP:0006482
malformation of teeth	HP:0006482
dental deformity	HP:0006482
abnormality of dental shape	HP:0006482
abnormality of dental morphology	HP:0006482
abnormality of shape of tooth	HP:0006482
misshapened teeth	HP:0006482
deformity of teeth	HP:0006482
misshapen teeth	HP:0006482
abnormally shaped teeth	HP:0006482
malformed teeth	HP:0006482
bowed long bones	HP:0006487
bowing of long bones	HP:0006487
diaphyseal bowing	HP:0006487
bowing of the long bones	HP:0006487
camptomelia	HP:0006487
diaphyseal bowing of long bones	HP:0006487
detection of pas-positive extracellular material in broncho-alveolar lavage	HP:0006517
pulmonary alveolar proteinosis	HP:0006517
alveolar proteinosis	HP:0006517
pulmonary lymphangiectasis	HP:0006521
interstitial lung disease	HP:0006530
abnormal lung parenchyma morphology	HP:0006530
interstitial pulmonary disease	HP:0006530
abnormality in area between air sacs in lung	HP:0006530
obstructive lung disease	HP:0006536
pulmonary obstruction	HP:0006536
pulmonary av malformation	HP:0006548
acute liver failure	HP:0006554
hepatic ductopenia	HP:0006571
wide-spaced nipples	HP:0006610
widely spaced nipples	HP:0006610
widely-spaced nipples	HP:0006610
multifocal breast cancer	HP:0006625
intraventricular conduction delay	HP:0006677
qrs widening	HP:0006677
prolonged qrs complex on ekg	HP:0006677
endomyocardial fibrosis	HP:0006685
atrioventricular septal defect	HP:0006695
endocardial cushion defect	HP:0006695
ectopic supraventricular rhythms	HP:0006699
atrial premature complex	HP:0006699
atrial ectopic beats	HP:0006699
premature supraventricular beats	HP:0006699
pacs	HP:0006699
prolactinoma	HP:0006767
prolactin-secreting pituitary adenoma	HP:0006767
pituitary prolactinoma	HP:0006767
hypotonia, severe	HP:0006829
severely decreased muscle tone	HP:0006829
atrophy of cerebellar vermis	HP:0006855
vermian atrophy	HP:0006855
atrophy of the cerebellar vermis	HP:0006855
small cerebrum	HP:0006872
underdeveloped cerebrum	HP:0006872
mental retardation, borderline	HP:0006889
intellectual disability, borderline	HP:0006889
inability to walk by childhood/adolescence	HP:0006915
lipoma of corpus callosum	HP:0006931
spasticity in upper extremities	HP:0006986
spastic upper extremity	HP:0006986
spasticity of upper extremities	HP:0006986
spasticity of upper extremity	HP:0006986
spastic upper extremities	HP:0006986
spastic upper limbs	HP:0006986
uncontrollable movement in upper arms	HP:0006986
spasticity in upper extremity	HP:0006986
upper extremities spasticity	HP:0006986
upper extremity spasticity	HP:0006986
spasticity of upper limbs	HP:0006986
spasticity in upper limbs	HP:0006986
spastic upper limb	HP:0006986
spasticity of upper limb	HP:0006986
spasticity in upper limb	HP:0006986
fine motor disability	HP:0007010
impaired fine motor skills	HP:0007010
fine motor impairment	HP:0007010
fine motor skill dysfunction	HP:0007010
antenatal intracerebral haemorrhage	HP:0007023
generalised hyperreflexia	HP:0007034
hyperreflexia in knees	HP:0007083
overactive knee reflex	HP:0007083
proximal muscle wasting	HP:0007126
muscle atrophy, proximal	HP:0007126
wasting of muscles near the body	HP:0007126
symmetrical, proximal limb muscle atrophy	HP:0007126
symmetric proximal muscular atrophy	HP:0007126
proximal muscle atrophy	HP:0007126
mixed polyneuropathy	HP:0007141
sensorimotor peripheral neuropathy	HP:0007141
nerve damage causing decreased feeling and movement	HP:0007141
subependymal neuronal heterotopia	HP:0007165
periventricular grey matter heterotopia	HP:0007165
subependymal grey matter heterotopia	HP:0007165
periventricular gray matter heterotopia	HP:0007165
periventricular neuronal heterotopia	HP:0007165
subependymal gray matter heterotopia	HP:0007165
fainting	HP:0007185
loss of consciousness	HP:0007185
passing out	HP:0007185
pyramidal tract signs	HP:0007256
corticospinal signs	HP:0007256
pyramidal signs	HP:0007256
demyelination in central white matter	HP:0007305
neuroaxonal degeneration in the brain	HP:0007313
decreased pain sensation	HP:0007328
impaired pain sensation	HP:0007328
decreased pinprick sensation	HP:0007328
frontal lobe hypoplasia	HP:0007333
underdeveloped frontal lobe	HP:0007333
hypoplastic frontal lobes	HP:0007333
lower extremity weakness	HP:0007340
lower limb muscle weakness	HP:0007340
leg weakness	HP:0007340
lower limb weakness	HP:0007340
muscle weakness in lower limbs	HP:0007340
focal seizures	HP:0007359
focal seizure	HP:0007359
partial seizures	HP:0007359
focal onset seizure	HP:0007359
seizure affecting one half of brain	HP:0007359
focal-onset seizures	HP:0007359
partial seizure	HP:0007359
absent/underdeveloped cerebellum	HP:0007360
atrophy/hypoplasia of the cerebellum	HP:0007360
absent/small cerebellum	HP:0007360
atrophy/degeneration affecting the cerebellum	HP:0007360
cerebellar hypoplasia/atrophy	HP:0007360
brainstem atrophy	HP:0007366
atrophy/degeneration affecting the cns	HP:0007367
agenesis/hypoplastic corpus callosum	HP:0007370
hypoplasia or absence of the corpus callosum	HP:0007370
complete or partial absence of the corpus callosum	HP:0007370
absent/hypoplastic corpus callosum	HP:0007370
hypoplastic or absent corpus callosum	HP:0007370
nonepidermolytic palmoplantar keratoderma	HP:0007404
excessive sweating of palms and soles	HP:0007410
hyperhidrosis of palms and soles	HP:0007410
hyperkeratosis, diffuse palmoplantar	HP:0007447
diffuse palmoplantar keratoderma	HP:0007447
abnormal fat tissue distribution below the skin	HP:0007552
localised epidermolytic hyperkeratosis	HP:0007559
cutaneous leiomyomata	HP:0007620
cutaneous leiomyomas	HP:0007620
abnormally small eyeball on both sides	HP:0007633
microphthalmia, bilateral	HP:0007633
decreased clarity of vision	HP:0007663
decreased visual acuity	HP:0007663
decreased central vision	HP:0007663
poor visual acuity	HP:0007663
iris hypoplasia	HP:0007676
underdeveloped iris	HP:0007676
hypoplastic iris	HP:0007676
dropping of one upper eyelid	HP:0007687
anterior chamber mesodermal anomalies	HP:0007700
anterior segment mesencyhmal dysgenesis	HP:0007700
anterior chamber cleavage disorder	HP:0007700
anterior chamber cleavage defect	HP:0007700
anterior segment developmental abnormality	HP:0007700
anterior segment dysgenesis	HP:0007700
anterior chamber malformation	HP:0007700
anterior segment ocular dysgenesis	HP:0007700
lens agenesis	HP:0007707
intraocular melanoma	HP:0007716
foveal hypoplasia	HP:0007750
vitreoretinal degeneration	HP:0007773
vitreoretinal abnormality	HP:0007773
cataracts, cortical pulverulent	HP:0007780
complete achromatopsia	HP:0007803
adult-onset night blindness	HP:0007830
slow decrease in sharpness of vision	HP:0007924
subacute deterioration of visual acuity	HP:0007924
restrictive ophthalmoplegia	HP:0007936
corneal opacities	HP:0007957
reduction of corneal clarity	HP:0007957
scarring or clouding of the cornea of the eye	HP:0007957
corneal clouding	HP:0007957
persistent hypertrophic primary vitreous	HP:0007968
persistent posterior fetal fibrovascular sheath of the lens	HP:0007968
persistent tunica vasculosa lentis	HP:0007968
persistent fetal vasculature	HP:0007968
persistent hyperplasia of primary vitreous	HP:0007968
congenital retinal septum	HP:0007968
persistent foetal vasculature	HP:0007968
persistent posterior foetal fibrovascular sheath of the lens	HP:0007968
persistent hyperplastic primary vitreous	HP:0007968
kalnienk vision	HP:0007994
loss of peripheral vision	HP:0007994
abnormality of retina blood vessels	HP:0008046
abnormality of the retinal vasculature	HP:0008046
absent/underdeveloped macula	HP:0008059
blistering, generalized	HP:0008066
abnormal blistering of the skin	HP:0008066
blistering, generalised	HP:0008066
blisters	HP:0008066
skin bullae	HP:0008066
blister	HP:0008066
abnormally loose or stretchable skin	HP:0008067
abnormally loose or hyperelastic skin	HP:0008067
sparse hair	HP:0008070
decreased hair growth	HP:0008070
decreased hair growth on body	HP:0008070
hypotrichosis	HP:0008070
marked hypotrichosis	HP:0008070
sparse hair since birth	HP:0008070
valgus foot deformity	HP:0008081
3rd toe clinodactyly	HP:0008115
premature menopause	HP:0008209
menopause praecox	HP:0008209
premature ovarian failure	HP:0008209
early menopause	HP:0008209
primary ovarian insufficiency	HP:0008209
hypergonadotropic amenorrhea	HP:0008209
climacterium praecox	HP:0008209
abnormality of zinc homeostasis	HP:0008277
abnormal mitochondria in muscle	HP:0008316
decreased factor x activity	HP:0008321
decreased circulating igg2 level	HP:0008348
decreased igg2 level in blood	HP:0008348
immunoglobulin igg2 deficiency	HP:0008348
reduced igg2 levels	HP:0008348
abnormal large bone of ankle	HP:0008365
absent/hypoplastic nails	HP:0008386
absent/underdeveloped nails	HP:0008386
absent/small nails	HP:0008386
nail aplasia/hypoplasia	HP:0008386
abnormality of the toenail	HP:0008388
abnormality of the toenails	HP:0008388
underdeveloped fingernail of little finger	HP:0008398
underdeveloped fingernail of pinky finger	HP:0008398
underdeveloped fifth fingernail	HP:0008398
underdeveloped fingernail of pinkie finger	HP:0008398
onychodystrophy	HP:0008404
dystrophic nails	HP:0008404
poor nail formation	HP:0008404
degenerative disk disease	HP:0008419
degeneration of intervertebral discs	HP:0008419
degenerative disc disease	HP:0008419
degenerative intervertebral disc	HP:0008419
degeneration of intervertebral disks	HP:0008419
degenerative intervertebral disk	HP:0008419
absent/small tailbone	HP:0008436
absent/underdeveloped tailbone	HP:0008436
charcot spinal arthropathy	HP:0008443
spinal deformities	HP:0008443
spinal neuroarthropathy	HP:0008443
bilateral conductive hearing loss	HP:0008513
bilateral conductive deafness	HP:0008513
congenital perceptive deafness	HP:0008527
hearing loss, congenital sensorineural	HP:0008527
congenital neurosensory deafness	HP:0008527
congenital sensorineural deafness	HP:0008527
bilateral congenital sensorineural deafness	HP:0008527
congenital sensorineural hearing loss	HP:0008527
low-frequency sensorineural hearing loss	HP:0008573
underdeveloped helices	HP:0008589
conductive hearing loss, mild	HP:0008598
severe sensorineural deafness	HP:0008625
severe sensorineural hearing loss	HP:0008625
ca2+ oxalate kidney stone	HP:0008672
ca oxalate urolithiasis	HP:0008672
oxalate nephrolithiasis	HP:0008672
ca oxalate nephrolithiasis	HP:0008672
calcium oxalate kidney stones	HP:0008672
ca2+ oxalate nephrolithiasis	HP:0008672
ca oxalate kidney stone	HP:0008672
ca2+ oxalate urolithiasis	HP:0008672
decreased testicular size	HP:0008734
hypoplastic testes	HP:0008734
testicular hypoplasia	HP:0008734
small testis	HP:0008734
small testes	HP:0008734
laryngotracheal cleft	HP:0008751
laryngotracheoesophageal cleft i	HP:0008751
obsessive-compulsive trait	HP:0008770
obsessive-compulsive traits	HP:0008770
absent/small inner ear	HP:0008774
absent/underdeveloped inner ear	HP:0008774
dysplastic acetabulae	HP:0008807
intrauterine growth retardation, severe	HP:0008846
severe prenatal growth deficiency	HP:0008846
short stature, disproportionate short-limb	HP:0008873
brachymelic dwarfism	HP:0008873
short-limbed dwarfism	HP:0008873
short-limb dwarfism	HP:0008873
dwarfism, short-limbed	HP:0008873
micromelic dwarfism	HP:0008873
short limb dwarfism, disproportionate	HP:0008873
short stature, disproportionate short limb	HP:0008873
disproportionate short limb dwarfism	HP:0008873
postnatal growth failure	HP:0008897
growth delay as children	HP:0008897
postnatal growth deceleration	HP:0008897
postnatal growth deficiency	HP:0008897
growth retardation as children	HP:0008897
rhizomelic limb shortening	HP:0008905
rhizomelic shortening	HP:0008905
short stature, rhizomelic	HP:0008905
disproportionately short upper portion of limb	HP:0008905
rhizomelic short limbs	HP:0008905
rhizomelic dwarfism	HP:0008905
rhizomelic short stature	HP:0008905
symmetrical rhizomelic limb shortening	HP:0008905
